ticket_key,category,type,confidence,reasoning,components
KHELP-11745,Land-Service-Search,Bug-Defect,95,"This is a defect in the land service search functionality where DerbySoft hotels are incorrectly showing cost ranges while hotelbeds hotels are not, indicating inconsistent and broken behavior.","Service Search, DerbySoft integration, cost range display, rate type configuration"
KHELP-11744,Package-Search-UI,Bug-Defect,95,"The ticket reports Error Code 3000 preventing package search functionality from working properly, which is clearly a defect in the Package Search UI system.","Package Search, Costings screen, Error Code 3000"
KHELP-11743,Passengers-Customer-Info,How-To-Question,90,"User is asking ""how can I choose child or infant"" which is a clear how-to question about selecting passenger types within the passenger management system.","Itinerary, Channel roles, Passenger type selection (child/infant)"
KHELP-11742,Tax-Calculation,How-To-Question,95,"The user is seeking guidance on how to configure tax groups and handle bulk VAT price updates, which is a tax calculation consultation rather than a system defect.","TAX groups, VAT calculations, bulk pricing updates, supplier pricing"
KHELP-11741,Document-Delivery-Issues,Bug-Defect,95,"The bulk operation for sending customer documents is broken with confirmed system issues preventing job parameter saving, and a CEE ticket was created for the defect.","Bulk Operation, SOQL queries, Job Parameters, Document sending, Itinerary Content"
KHELP-11740,Documents-Generation-PDF,Bug-Defect,95,The document generation system is broken as it's pulling live data instead of preserving historical point-in-time snapshots for booking and payment confirmations.,"Booking confirmation documents, Payment confirmation documents, Builder, PDF generation system, Historical data preservation"
KHELP-11739,Builder-Add-Service,Bug-Defect,90,"The system is incorrectly overwriting price category names when adding manual rail segments, requiring manual workaround to display correct information on documents.","Manual rail segments, price categories, package fare class, builder screen, document generation"
KHELP-11738,Invoicing-Generation,Bug-Defect,85,"The gross invoicing checkbox unexpectedly becomes unchecked during booking modifications, indicating defective behavior in the invoicing generation functionality.","Gross Invoicing checkbox, booking modifications, TA changes, costings adjustments, channel configuration"
KHELP-11737,Booking-Cancellation,Bug-Defect,95,"The system produces a ""Recalculation Error"" and incorrect negative totals during booking cancellation instead of the expected $0 values, indicating a defect in the cancellation calculation logic.","Cancel button, recalculation engine, total calculation, commission calculation, cancellation penalties"
KHELP-11736,Builder-Edit-Service,Bug-Defect,95,"The user cannot edit roundtrip train services in the itinerary builder as expected, indicating broken edit functionality that requires a workaround.","Roundtrip API trains, service editing, delete and reshop workflow"
KHELP-11735,Availability-Checking,Bug-Defect,95,"The system is incorrectly displaying ""Sold Out"" status for VIA Rail services that are configured as ""On Request"", which is a defect in the availability checking functionality.","VIA Rail, inventory status, manual rail configuration, availability system"
KHELP-11734,Passengers-Customer-Info,Bug-Defect,95,"The system is incorrectly auto-populating email addresses from wrong person accounts with same names in the passengers screen, which is a functional defect in passenger customer information management.","passengers screen, person accounts, email auto-population, Travel Agent itineraries"
KHELP-11733,Builder-Add-Service,Bug-Defect,95,"The 24-hour time input is malfunctioning when adding manual rail services (reverting 20:00 to 2am), which is clearly a defect in the itinerary builder's service addition functionality.","Manual rail services, 24-hour time input, time validation"
KHELP-11732,Data-Configuration,Configuration-Setup,95,"User is requesting administrative changes to org connection settings in KTAPI, which is a system configuration task requiring support team intervention.","KTAPI, org connections, testing environment"
KHELP-11731,Service-Configuration,Feature-Request,85,"This is a request to modify how HotelBeds API services generate rate keys during confirmation flow, similar to an existing DerbySoft solution, making it a feature request for service configuration changes.","HotelBeds Accommodation API, rate key generation, booking confirmation flow, API hotel suppliers"
KHELP-11730,Data-Configuration,Bug-Defect,95,"This is a bug in a system formula field configuration that fails due to case sensitivity, requiring a data configuration fix to handle uppercase/lowercase text properly.","KaptioTravel__AllocationDays__c field, KaptioTravel__Allocation__c field, formula field configuration, Salesforce reports"
KHELP-11729,Package-Configuration,Configuration-Setup,85,"The issue was resolved by correcting package configuration settings (Cost Setup and Selling Price Setup from 'Fixed' to 'Dynamic') to make packages searchable, indicating this was a configuration setup issue rather than a functional defect.","Package configuration, Package search, Cost Setup settings, Selling Price Setup settings"
